E.I.N.,DATE,TYPE,Casino,Administrator,Excused,Severity,Doc VS Infraction
Employee 592,1/27/2020,Absence,Location 6,Supervisor 394,Y,Minor,Infraction
Employee 211,10/26/2019,Tardy,Location 6,Supervisor 395,Y,Minor,Infraction
Employee 532,1/31/2020,Early Out,Location 6,Supervisor 396,Y,Minor,Infraction
Employee 665,1/25/2020,Tardy,Location 6,Supervisor 397,Y,Minor,Infraction
Employee 469,10/4/2019,Late Return from Lunch,Location 6,Supervisor 398,Y,Minor,Infraction
Employee 643,12/27/2019,Tardy,Location 6,Supervisor 398,Y,Minor,Infraction
Employee 18,10/29/2019,Tardy,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 18,2/1/2020,Early Out,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 18,2/11/2020,Tardy,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 29,10/29/2019,Tardy,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 29,2/1/2020,Early Out,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 29,2/11/2020,Tardy,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 48,11/12/2019,Tardy,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 63,1/14/2020,Early Out,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 90,8/12/2019,Notice Failure,Location 5,Supervisor 399,Y,Standard,Infraction
Employee 90,9/30/2019,Tardy,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 90,11/25/2019,Early Out,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 90,12/24/2019,Early Out,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 141,2/9/2020,Absence,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 163,9/15/2019,Early Out,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 163,11/17/2019,Tardy,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 163,11/17/2019,Early Out,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 163,1/13/2020,Early Out,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 163,1/18/2020,Early Out,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 163,2/25/2020,Tardy,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 163,3/10/2020,Tardy,Location 5,Supervisor 399,Y,Minor,Infraction
Employee 353,8/18/2019,Early Out,Location 6,Supervisor 399,Y,Minor,Infraction
Employee 353,10/14/2019,Early Out,Location 6,Supervisor 399,Y,Minor,Infraction
Employee 353,1/6/2020,Early Out,Location 6,Supervisor 399,Y,Minor,Infraction
Employee 307,2/18/2020,Early Out,Location 4,Supervisor 400,Y,Minor,Infraction
Employee 514,11/3/2019,Tardy,Location 5,Supervisor 400,Y,Minor,Infraction
Employee 114,9/30/2019,Early Out,Location 5,Supervisor 400,Y,Minor,Infraction
Employee 141,11/19/2019,Tardy,Location 5,Supervisor 400,Y,Minor,Infraction
Employee 246,8/11/2019,Tardy,Location 5,Supervisor 400,Y,Minor,Infraction
Employee 246,8/12/2019,Tardy,Location 5,Supervisor 400,Y,Minor,Infraction
Employee 246,8/18/2019,Tardy,Location 5,Supervisor 400,Y,Minor,Infraction
Employee 246,8/27/2019,Tardy,Location 5,Supervisor 400,Y,Minor,Infraction
Employee 246,9/22/2019,Absence,Location 5,Supervisor 400,Y,Minor,Infraction
Employee 249,9/9/2019,Notice Failure,Location 5,Supervisor 400,Y,Minor,Infraction
Employee 385,8/11/2019,Early Out,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 6,12/10/2019,Tardy,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 6,2/4/2020,Tardy,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 65,12/11/2019,Tardy,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 85,12/3/2019,Tardy,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 94,11/17/2019,Tardy,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 180,2/23/2020,Early Out,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 215,1/20/2020,Tardy,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 237,12/10/2019,Tardy,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 248,10/31/2019,Late Return from Lunch,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 354,12/19/2019,Tardy,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 426,1/20/2020,Early Out,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 426,1/27/2020,Tardy,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 447,1/20/2020,Early Out,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 575,1/8/2020,Tardy,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 575,2/24/2020,Early Out,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 607,12/24/2019,Tardy,Location 6,Supervisor 400,Y,Minor,Infraction
Employee 706,12/29/2019,Tardy,Location 8,Supervisor 400,Y,Minor,Infraction
Employee 706,1/6/2020,Tardy,Location 8,Supervisor 400,Y,Minor,Infraction
Employee 706,1/20/2020,Late Return from Lunch,Location 8,Supervisor 400,Y,Minor,Infraction
Employee 709,2/10/2020,Early Out,Location 8,Supervisor 400,Y,Minor,Infraction
Employee 718,1/19/2020,Early Out,Location 8,Supervisor 400,Y,Minor,Infraction
Employee 88,11/4/2019,Tardy,Location 6,Supervisor 401,Y,Minor,Infraction
Employee 551,11/4/2019,Tardy,Location 6,Supervisor 401,Y,Minor,Infraction
Employee 426,10/28/2019,Early Out,Location 6,Supervisor 402,Y,Minor,Infraction
Employee 518,9/15/2019,Absence,Location 6,Supervisor 402,Y,Minor,Infraction
Employee 606,10/28/2019,Early Out,Location 6,Supervisor 402,Y,Minor,Infraction
Employee 673,1/20/2020,Early Out,Location 8,Supervisor 402,Y,Minor,Infraction
Employee 592,12/17/2019,Early Out,Location 6,Supervisor 403,Y,Minor,Infraction
Employee 597,10/26/2019,Tardy,Location 6,Supervisor 404,Y,Minor,Infraction
Employee 262,1/6/2020,Early Out,Location 6,Supervisor 405,Y,Minor,Infraction
Employee 262,1/26/2020,Tardy,Location 6,Supervisor 405,Y,Minor,Infraction
Employee 262,2/5/2020,Early Out,Location 6,Supervisor 405,Y,Minor,Infraction
Employee 269,1/6/2020,Early Out,Location 6,Supervisor 405,Y,Minor,Infraction
Employee 269,1/28/2020,Early Out,Location 6,Supervisor 405,Y,Minor,Infraction
Employee 708,3/14/2020,Absence,Location 8,Supervisor 405,Y,Minor,Infraction
Employee 709,3/14/2020,Absence,Location 8,Supervisor 405,Y,Minor,Infraction
Employee 70,8/23/2019,Absence,Location 6,Supervisor 406,Y,Minor,Infraction
Employee 6,9/20/2019,Early Out,Location 6,Supervisor 407,Y,Minor,Infraction
Employee 6,11/15/2019,Tardy,Location 6,Supervisor 408,Y,Minor,Infraction
Employee 392,1/9/2020,Tardy,Location 6,Supervisor 408,Y,Minor,Infraction
Employee 713,12/13/2019,Early Out,Location 8,Supervisor 408,Y,Minor,Infraction
Employee 718,3/3/2020,Late Return from Lunch,Location 8,Supervisor 408,Y,Minor,Infraction
Employee 768,2/15/2020,Absence,Location 8,Supervisor 408,Y,Minor,Infraction
Employee 32,2/25/2020,Early Out,Location 4,Supervisor 409,Y,Minor,Infraction
Employee 34,9/18/2019,Tardy,Location 4,Supervisor 409,Y,Minor,Infraction
Employee 36,11/2/2019,Tardy,Location 4,Supervisor 409,Y,Minor,Infraction
Employee 36,1/14/2020,Tardy,Location 4,Supervisor 409,Y,Minor,Infraction
Employee 64,11/2/2019,Tardy,Location 4,Supervisor 409,Y,Minor,Infraction
Employee 64,12/14/2019,Tardy,Location 4,Supervisor 409,Y,Minor,Infraction
Employee 127,2/22/2020,Tardy,Location 4,Supervisor 409,Y,Minor,Infraction
Employee 257,11/10/2019,Tardy,Location 4,Supervisor 410,Y,Minor,Infraction
Employee 31,12/14/2019,Tardy,Location 4,Supervisor 411,Y,Minor,Infraction
Employee 32,10/5/2019,Tardy,Location 4,Supervisor 411,Y,Minor,Infraction
Employee 34,9/21/2019,Absence,Location 4,Supervisor 411,Y,Minor,Infraction
Employee 36,2/26/2020,Tardy,Location 4,Supervisor 411,Y,Minor,Infraction
Employee 49,2/5/2020,Early Out,Location 4,Supervisor 411,Y,Minor,Infraction
Employee 64,12/20/2019,Early Out,Location 4,Supervisor 411,Y,Minor,Infraction
Employee 111,8/24/2019,Tardy,Location 4,Supervisor 411,,Minor,Infraction
Employee 111,10/5/2019,Tardy,Location 4,Supervisor 411,,Minor,Infraction
Employee 175,12/10/2019,Tardy,Location 4,Supervisor 411,Y,Minor,Infraction
Employee 201,10/5/2019,Tardy,Location 4,Supervisor 411,Y,Minor,Infraction
Employee 227,12/28/2019,Early Out,Location 4,Supervisor 411,Y,Minor,Infraction
Employee 397,12/10/2019,Tardy,Location 4,Supervisor 411,Y,Minor,Infraction
Employee 528,2/5/2020,Tardy,Location 5,Supervisor 411,Y,Minor,Infraction
Employee 574,12/15/2019,Late Return from Lunch,Location 5,Supervisor 411,Y,Minor,Infraction
Employee 469,10/7/2019,Late Return from Lunch,Location 6,Supervisor 411,Y,Minor,Infraction
Employee 4,8/24/2019,Tardy,Location 6,Supervisor 411,Y,Minor,Infraction
Employee 17,10/9/2019,Tardy,Location 6,Supervisor 411,Y,Minor,Infraction
Employee 172,9/25/2019,Early Out,Location 6,Supervisor 411,Y,Minor,Infraction
Employee 211,8/24/2019,Tardy,Location 6,Supervisor 411,Y,Minor,Infraction
Employee 100,10/5/2019,Tardy,Location 4,Supervisor 412,Y,Minor,Infraction
Employee 698,1/27/2020,Tardy,Location 5,Supervisor 413,Y,Minor,Infraction
Employee 96,2/16/2020,Tardy,Location 9,Supervisor 414,Y,Minor,Infraction
Employee 96,2/23/2020,Tardy,Location 9,Supervisor 414,Y,Minor,Infraction
Employee 96,2/27/2020,Tardy,Location 9,Supervisor 414,Y,Minor,Infraction
Employee 96,3/8/2020,Tardy,Location 9,Supervisor 414,Y,Minor,Infraction
Employee 510,2/7/2020,Absence,Location 9,Supervisor 414,Y,Minor,Infraction
Employee 536,3/11/2020,Absence,Location 9,Supervisor 414,Y,Minor,Infraction
Employee 536,3/12/2020,Absence,Location 9,Supervisor 414,Y,Minor,Infraction
Employee 253,12/20/2019,Tardy,Location 3,Supervisor 415,Y,Minor,Infraction
Employee 299,1/1/2020,Holiday Absence,Location 3,Supervisor 415,Y,Major,Infraction
Employee 351,9/3/2019,Early Out,Location 3,Supervisor 415,Y,Minor,Infraction
Employee 351,1/28/2020,Early Out,Location 3,Supervisor 415,Y,Minor,Infraction
Employee 540,11/18/2019,Tardy,Location 3,Supervisor 415,Y,Minor,Infraction
Employee 34,9/10/2019,Tardy,Location 4,Supervisor 416,Y,Minor,Infraction
Employee 34,9/15/2019,Tardy,Location 4,Supervisor 416,Y,Minor,Infraction
Employee 49,1/24/2020,Early Out,Location 4,Supervisor 417,Y,Minor,Infraction
Employee 161,1/24/2020,Early Out,Location 4,Supervisor 417,Y,Minor,Infraction
Employee 174,1/24/2020,Early Out,Location 4,Supervisor 417,Y,Minor,Infraction
Employee 307,8/10/2019,Tardy,Location 4,Supervisor 418,Y,Minor,Infraction
Employee 514,8/14/2019,Late Return from Lunch,Location 5,Supervisor 418,Y,Minor,Infraction
Employee 469,9/5/2019,Late Return from Lunch,Location 6,Supervisor 418,Y,Minor,Infraction
Employee 62,8/21/2019,Early Out,Location 6,Supervisor 418,Y,Minor,Infraction
Employee 196,8/17/2019,Tardy,Location 6,Supervisor 418,Y,Minor,Infraction
Employee 211,8/17/2019,Tardy,Location 6,Supervisor 418,Y,Minor,Infraction
Employee 261,8/21/2019,Tardy,Location 6,Supervisor 418,Y,Minor,Infraction
Employee 274,8/30/2019,Tardy,Location 6,Supervisor 418,Y,Minor,Infraction
Employee 378,8/15/2019,Early Out,Location 6,Supervisor 418,Y,Minor,Infraction
Employee 398,8/29/2019,Tardy,Location 6,Supervisor 418,Y,Minor,Infraction
Employee 544,8/22/2019,Tardy,Location 6,Supervisor 418,Y,Minor,Infraction
Employee 544,9/6/2019,Tardy,Location 6,Supervisor 418,Y,Minor,Infraction
Employee 597,8/28/2019,Tardy,Location 6,Supervisor 418,Y,Minor,Infraction
Employee 6,10/24/2019,Tardy,Location 6,Supervisor 419,Y,Minor,Infraction
Employee 529,3/10/2020,Tardy,Location 6,Supervisor 420,Y,Minor,Infraction
Employee 7,3/10/2020,Tardy,Location 4,Supervisor 421,Y,Minor,Infraction
Employee 127,1/25/2020,Tardy,Location 4,Supervisor 421,Y,Minor,Infraction
Employee 128,1/19/2020,Tardy,Location 4,Supervisor 421,Y,Minor,Infraction
Employee 201,10/25/2019,Early Out,Location 4,Supervisor 421,Y,Minor,Infraction
Employee 227,1/20/2020,Late Return from Lunch,Location 4,Supervisor 421,Y,Minor,Infraction
Employee 257,9/12/2019,Tardy,Location 4,Supervisor 421,Y,Minor,Infraction
Employee 307,2/11/2020,Early Out,Location 4,Supervisor 421,Y,Minor,Infraction
Employee 450,10/17/2019,Tardy,Location 5,Supervisor 421,Y,Minor,Infraction
Employee 18,9/13/2019,Tardy,Location 5,Supervisor 421,Y,Minor,Infraction
Employee 68,2/18/2020,Tardy,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 86,12/30/2019,Tardy,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 94,12/30/2019,Tardy,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 106,12/22/2019,Early Out,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 215,1/7/2020,Tardy,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 215,2/4/2020,Tardy,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 291,12/1/2019,Absence,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 291,1/28/2020,Tardy,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 317,1/25/2020,Tardy,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 322,1/12/2020,Early Out,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 452,2/9/2020,Early Out,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 532,2/9/2020,Early Out,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 543,11/5/2019,Late Return from Lunch,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 543,1/7/2020,Absence,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 544,11/25/2019,Tardy,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 629,11/18/2019,Tardy,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 630,2/9/2020,Absence,Location 6,Supervisor 421,Y,Minor,Infraction
Employee 718,1/19/2020,Tardy,Location 8,Supervisor 421,Y,Minor,Infraction
Employee 747,2/10/2020,Late Return from Lunch,Location 8,Supervisor 421,Y,Minor,Infraction
Employee 665,2/11/2020,Tardy,Location 6,Supervisor 422,Y,Minor,Infraction
Employee 36,8/17/2019,Tardy,Location 4,Supervisor 423,Y,Minor,Infraction
Employee 201,9/14/2019,Early Out,Location 4,Supervisor 423,Y,Minor,Infraction
Employee 204,8/17/2019,Tardy,Location 4,Supervisor 423,Y,Minor,Infraction
Employee 34,8/17/2019,Early Out,Location 4,Supervisor 424,Y,Minor,Infraction
Employee 36,11/13/2019,Tardy,Location 4,Supervisor 424,Y,Minor,Infraction
Employee 257,12/6/2019,Tardy,Location 4,Supervisor 424,Y,Minor,Infraction
Employee 663,11/21/2019,Absence,Location 5,Supervisor 425,Y,Minor,Infraction
Employee 701,12/6/2019,Tardy,Location 5,Supervisor 425,Y,Minor,Infraction
Employee 62,11/15/2019,Tardy,Location 6,Supervisor 425,Y,Minor,Infraction
Employee 62,11/20/2019,Early Out,Location 6,Supervisor 425,Y,Minor,Infraction
Employee 62,12/10/2019,Tardy,Location 6,Supervisor 425,Y,Minor,Infraction
Employee 62,2/18/2020,Tardy,Location 6,Supervisor 425,Y,Minor,Infraction
Employee 196,11/22/2019,Tardy,Location 6,Supervisor 425,Y,Minor,Infraction
Employee 196,2/18/2020,Tardy,Location 6,Supervisor 425,Y,Minor,Infraction
Employee 606,9/24/2019,Absence,Location 6,Supervisor 425,Y,Minor,Infraction
Employee 708,12/10/2019,Tardy,Location 8,Supervisor 425,Y,Minor,Infraction
Employee 718,12/20/2019,Tardy,Location 8,Supervisor 425,Y,Minor,Infraction
Employee 792,2/11/2020,Early Out,Location 8,Supervisor 425,Y,Minor,Infraction
Employee 794,2/5/2020,Absence,Location 8,Supervisor 425,Y,Minor,Infraction
Employee 822,3/10/2020,Tardy,Location 8,Supervisor 425,Y,Minor,Infraction
Employee 354,10/16/2019,Early Out,Location 6,Supervisor 426,Y,Minor,Infraction
Employee 570,2/29/2020,Early Out,Location 6,Supervisor 427,Y,Minor,Infraction
Employee 11,8/15/2019,Tardy,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 63,1/4/2020,Late Return from Lunch,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 114,9/13/2019,Early Out,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 114,9/20/2019,Early Out,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 114,9/27/2019,Early Out,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 114,10/11/2019,Early Out,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 114,11/1/2019,Early Out,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 114,11/8/2019,Early Out,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 114,11/15/2019,Early Out,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 114,11/22/2019,Early Out,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 114,11/29/2019,Early Out,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 163,10/10/2019,Early Out,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 246,9/12/2019,Tardy,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 246,9/20/2019,Tardy,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 246,9/27/2019,Tardy,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 246,10/10/2019,Tardy,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 246,1/23/2020,Tardy,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 246,2/14/2020,Tardy,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 249,9/4/2019,Absence,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 249,9/5/2019,Absence,Location 5,Supervisor 428,Y,Minor,Infraction
Employee 294,8/21/2019,Early Out,Location 6,Supervisor 428,Y,Minor,Infraction
Employee 294,10/12/2019,Early Out,Location 6,Supervisor 428,Y,Minor,Infraction
Employee 353,8/31/2019,Absence,Location 6,Supervisor 428,Y,Minor,Infraction
Employee 385,2/8/2020,Tardy,Location 6,Supervisor 428,Y,Minor,Infraction
Employee 386,2/8/2020,Tardy,Location 6,Supervisor 428,Y,Minor,Infraction
Employee 469,11/28/2019,Tardy,Location 6,Supervisor 428,Y,Minor,Infraction
Employee 85,2/29/2020,Tardy,Location 6,Supervisor 428,Y,Minor,Infraction
Employee 246,10/30/2019,Tardy,Location 5,Supervisor 429,Y,Minor,Infraction
Employee 246,8/21/2019,Tardy,Location 5,Supervisor 430,Y,Minor,Infraction
Employee 476,1/28/2020,Absence,Location 2,Supervisor 431,Y,Minor,Infraction
Employee 476,1/30/2020,Notice Failure,Location 2,Supervisor 431,Y,Standard,Infraction
Employee 51,12/2/2019,Absence,Location 4,Supervisor 431,Y,Minor,Infraction
Employee 174,1/21/2020,Absence,Location 4,Supervisor 431,Y,Minor,Infraction
Employee 174,1/22/2020,Absence,Location 4,Supervisor 431,Y,Minor,Infraction
Employee 210,9/24/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 210,9/25/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 210,9/26/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 274,9/3/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 274,9/27/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 274,10/14/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 274,10/15/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 274,11/1/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 274,11/25/2019,Notice Failure,Location 6,Supervisor 431,Y,Standard,Infraction
Employee 274,11/26/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 274,11/28/2019,Holiday Absence,Location 6,Supervisor 431,Y,Major,Infraction
Employee 274,11/29/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 274,12/1/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 274,12/2/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 274,1/18/2020,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 274,1/19/2020,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 274,2/15/2020,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 274,2/20/2020,Early Out,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 543,11/8/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 543,11/10/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 543,11/11/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 543,11/12/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 543,11/13/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 543,11/16/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 543,11/17/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 543,11/18/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 543,1/6/2020,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 543,1/8/2020,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 543,3/1/2020,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 543,3/2/2020,Early Out,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 575,11/8/2019,NCNS,Location 6,Supervisor 431,Y,Major,Infraction
Employee 575,11/9/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 575,11/12/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 605,11/4/2019,Absence,Location 6,Supervisor 431,Y,Minor,Infraction
Employee 96,3/17/2020,Absence,Location 9,Supervisor 431,Y,Minor,Infraction
Employee 613,1/24/2020,Absence,Location 9,Supervisor 431,Y,Minor,Infraction
Employee 613,1/25/2020,Holiday Absence,Location 9,Supervisor 431,Y,Major,Infraction
Employee 613,1/26/2020,Absence,Location 9,Supervisor 431,Y,Minor,Infraction
Employee 14,1/8/2020,Absence,Location 5,Supervisor 432,Y,Minor,Infraction
Employee 14,1/9/2020,Absence,Location 5,Supervisor 432,Y,Minor,Infraction
Employee 493,10/7/2019,Tardy,Location 3,Supervisor 433,Y,Minor,Infraction
Employee 493,10/8/2019,Tardy,Location 3,Supervisor 433,Y,Minor,Infraction
Employee 538,3/13/2020,Early Out,Location 6,Supervisor 434,Y,Minor,Infraction
Employee 718,3/12/2020,Early Out,Location 8,Supervisor 434,Y,Minor,Infraction
Employee 476,8/19/2019,Early Out,Location 2,Supervisor 435,Y,Minor,Infraction
Employee 558,1/28/2020,Absence,Location 2,Supervisor 435,Y,Minor,Infraction
Employee 18,2/19/2020,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 29,2/19/2020,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 48,2/19/2020,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 63,10/1/2019,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 63,10/24/2019,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 63,10/30/2019,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 63,12/19/2019,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 63,1/2/2020,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 63,1/7/2020,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 63,1/10/2020,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 63,2/13/2020,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 63,3/5/2020,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 90,8/30/2019,Tardy,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 90,2/19/2020,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 152,2/14/2020,Tardy,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 163,12/6/2019,Tardy,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 163,2/26/2020,Tardy,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 163,3/13/2020,Tardy,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 202,1/17/2020,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 267,2/19/2020,Early Out,Location 5,Supervisor 435,Y,Minor,Infraction
Employee 353,10/1/2019,Early Out,Location 6,Supervisor 435,Y,Minor,Infraction
Employee 353,2/4/2020,Early Out,Location 6,Supervisor 435,Y,Minor,Infraction
Employee 386,1/22/2020,Early Out,Location 6,Supervisor 435,Y,Minor,Infraction
Employee 63,10/18/2019,Early Out,Location 5,Supervisor 436,Y,Minor,Infraction
Employee 163,10/17/2019,Tardy,Location 5,Supervisor 436,Y,Minor,Infraction
Employee 18,8/27/2019,Tardy,Location 5,Supervisor 437,Y,Minor,Infraction
Employee 29,8/27/2019,Tardy,Location 5,Supervisor 437,Y,Minor,Infraction
Employee 307,1/27/2020,Absence,Location 4,Supervisor 438,Y,Minor,Infraction
Employee 246,10/24/2019,Tardy,Location 5,Supervisor 438,Y,Minor,Infraction
Employee 215,1/27/2020,Tardy,Location 6,Supervisor 438,Y,Minor,Infraction
Employee 518,10/6/2019,Early Out,Location 6,Supervisor 438,Y,Minor,Infraction
Employee 673,3/10/2020,Early Out,Location 8,Supervisor 438,Y,Minor,Infraction
Employee 708,3/10/2020,Early Out,Location 8,Supervisor 438,Y,Minor,Infraction
Employee 34,10/17/2019,Tardy,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 34,10/24/2019,Tardy,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 41,11/13/2019,Tardy,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 51,12/5/2019,Tardy,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 69,12/6/2019,Tardy,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 81,11/13/2019,Tardy,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 112,10/31/2019,Tardy,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 113,11/2/2019,Late Return from Lunch,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 161,1/2/2020,Early Out,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 226,10/31/2019,Tardy,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 226,1/11/2020,Tardy,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 307,10/5/2019,Early Out,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 387,8/17/2019,Late Return from Lunch,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 387,11/22/2019,Tardy,Location 4,Supervisor 439,Y,Minor,Infraction
Employee 485,11/28/2019,Early Out,Location 5,Supervisor 439,Y,Minor,Infraction
Employee 514,9/28/2019,Tardy,Location 5,Supervisor 439,Y,Minor,Infraction
